default,wiek,pensja,plec,stan_cywilny,wielkosc_miejscowosci,wyksztalcenie,czy_splacony
FALSE,32,2347.54,M,singiel,do_50tys,wyzsze,czesciowo
FALSE,30,2793.41,K,po_slubie,do_500tys,srednie,czesciowo
TRUE,37,3360.16,K,po_slubie,do_200tys,wyzsze,czesciowo
FALSE,28,2854.56,K,singiel,do_500tys,srednie,czesciowo
FALSE,26,2318.79,M,po_slubie,do_200tys,wyzsze,wcale
FALSE,32,2274.16,K,po_slubie,do_50tys,srednie,czesciowo
FALSE,40,5309.56,K,po_slubie,do_100tys,srednie,czesciowo
FALSE,36,3246.31,K,po_slubie,do_1mln,srednie,czesciowo
FALSE,33,2957.71,K,singiel,do_200tys,srednie,czesciowo
FALSE,38,2545.83,M,po_slubie,do_200tys,srednie,czesciowo
FALSE,33,3690.05,K,po_slubie,do_500tys,srednie,czesciowo
FALSE,34,3924.64,M,po_slubie,do_50tys,srednie,czesciowo
FALSE,35,2958.23,K,po_slubie,do_200tys,podstawowe,czesciowo
FALSE,40,3997.64,M,po_slubie,do_200tys,wyzsze,czesciowo
FALSE,41,2784.96,M,po_slubie,do_500tys,srednie,czesciowo
FALSE,41,4558.91,M,po_slubie,do_1mln,srednie,czesciowo
FALSE,40,2409.28,K,po_slubie,do_500tys,wyzsze,czesciowo
FALSE,37,4072.62,K,po_slubie,do_1mln,wyzsze,wcale
FALSE,44,5141.29,M,singiel,do_1mln,srednie,czesciowo
FALSE,45,3173.58,M,po_slubie,do_500tys,podstawowe,czesciowo
TRUE,42,4677.77,K,po_slubie,do_1mln,wyzsze,czesciowo
FALSE,34,2210.68,K,singiel,do_50tys,srednie,wcale
FALSE,30,2326.56,M,po_slubie,do_1mln,srednie,czesciowo
FALSE,36,2490.97,K,po_slubie,do_50tys,wyzsze,czesciowo
FALSE,32,3070.48,K,po_slubie,do_200tys,srednie,czesciowo
FALSE,36,2202.31,K,po_slubie,do_200tys,podstawowe,czesciowo
FALSE,32,2296,K,singiel,do_500tys,wyzsze,czesciowo
FALSE,40,2995.3,K,po_slubie,do_100tys,wyzsze,czesciowo
FALSE,46,2496.53,K,singiel,do_1mln,wyzsze,czesciowo
TRUE,40,5726.68,K,singiel,do_100tys,wyzsze,czesciowo
FALSE,39,2830.07,M,wdowiec,do_200tys,srednie,czesciowo
TRUE,35,3818.15,M,singiel,do_200tys,wyzsze,czesciowo
FALSE,46,2497.23,M,singiel,do_1mln,srednie,czesciowo
FALSE,35,3280.68,M,po_slubie,do_1mln,srednie,czesciowo
FALSE,42,2656.99,M,po_slubie,do_50tys,srednie,czesciowo
TRUE,43,3672.36,M,po_slubie,do_100tys,srednie,czesciowo
TRUE,36,2635.66,M,po_slubie,do_1mln,wyzsze,czesciowo
FALSE,19,2371.48,K,po_slubie,do_1mln,srednie,czesciowo
FALSE,33,3295.75,K,po_slubie,do_50tys,wyzsze,wcale
FALSE,37,2392.16,M,po_slubie,do_100tys,srednie,czesciowo
FALSE,28,2587.56,M,po_slubie,do_1mln,wyzsze,czesciowo
TRUE,29,7591.05,M,singiel,do_1mln,podstawowe,czesciowo
FALSE,40,4270.97,K,po_slubie,do_1mln,wyzsze,czesciowo
FALSE,21,2922.23,K,singiel,do_200tys,wyzsze,czesciowo
FALSE,36,2307.3,K,po_slubie,do_50tys,srednie,czesciowo
FALSE,34,2472.15,M,singiel,do_500tys,wyzsze,czesciowo
FALSE,32,3273.9,K,po_slubie,do_500tys,srednie,czesciowo
FALSE,35,3287.62,K,po_slubie,do_1mln,srednie,czesciowo
TRUE,35,6857.23,K,po_slubie,do_50tys,srednie,czesciowo
TRUE,36,2635.45,K,po_slubie,do_50tys,wyzsze,czesciowo
FALSE,36,2330.49,K,po_slubie,do_500tys,podstawowe,czesciowo
FALSE,32,2631.95,M,singiel,do_200tys,podstawowe,czesciowo
FALSE,36,2858.88,M,po_slubie,do_50tys,srednie,czesciowo
FALSE,42,2580.95,M,singiel,do_50tys,srednie,czesciowo
FALSE,38,2243.48,K,po_slubie,do_500tys,wyzsze,czesciowo
FALSE,42,2474.83,K,singiel,do_500tys,wyzsze,czesciowo
TRUE,34,4863.17,M,singiel,do_1mln,wyzsze,czesciowo
FALSE,38,2681.27,K,singiel,do_200tys,wyzsze,czesciowo
FALSE,38,4585.14,M,singiel,do_200tys,wyzsze,czesciowo
FALSE,31,7007.93,K,singiel,do_200tys,srednie,czesciowo
FALSE,31,3011.02,K,po_slubie,do_1mln,wyzsze,czesciowo
FALSE,44,3085.85,M,po_slubie,do_100tys,wyzsze,czesciowo
FALSE,31,6083.91,M,po_slubie,do_500tys,wyzsze,czesciowo
FALSE,40,3217.68,K,po_slubie,do_1mln,srednie,wcale
FALSE,34,2301.47,M,wdowiec,do_50tys,srednie,czesciowo
FALSE,30,2594.01,K,po_slubie,do_1mln,srednie,czesciowo
TRUE,27,5605.8,K,singiel,do_1mln,srednie,czesciowo
FALSE,29,3416.75,K,singiel,do_200tys,srednie,czesciowo
FALSE,25,3315.27,M,po_slubie,do_1mln,srednie,czesciowo
FALSE,31,2748.73,K,po_slubie,do_200tys,wyzsze,czesciowo
FALSE,40,2345.83,M,po_slubie,do_100tys,srednie,wcale
FALSE,32,2398.37,K,po_slubie,do_50tys,srednie,czesciowo
FALSE,44,3774.02,M,singiel,do_1mln,wyzsze,wcale
FALSE,34,2652.74,M,po_slubie,do_200tys,wyzsze,czesciowo
FALSE,30,3434.9,K,po_slubie,do_50tys,srednie,czesciowo
FALSE,34,3623.88,K,po_slubie,do_1mln,srednie,czesciowo
FALSE,32,2853.24,M,po_slubie,do_100tys,srednie,wcale
FALSE,33,2584.45,M,po_slubie,do_100tys,srednie,czesciowo
FALSE,35,2544.68,K,singiel,do_1mln,podstawowe,czesciowo
FALSE,35,2474.28,M,po_slubie,do_200tys,srednie,czesciowo
FALSE,39,3121.15,K,po_slubie,do_500tys,podstawowe,czesciowo
FALSE,38,2376.68,M,po_slubie,do_200tys,podstawowe,czesciowo
FALSE,39,3631.93,K,po_slubie,do_500tys,wyzsze,czesciowo
FALSE,36,2423.78,M,po_slubie,do_1mln,wyzsze,czesciowo
FALSE,31,2599.53,K,po_slubie,do_200tys,wyzsze,wcale
FALSE,37,3862.38,M,singiel,do_50tys,wyzsze,czesciowo
TRUE,37,2276.59,K,po_slubie,do_1mln,srednie,czesciowo
FALSE,33,2666.89,M,po_slubie,do_500tys,srednie,czesciowo
FALSE,33,3141.63,M,singiel,do_1mln,srednie,czesciowo
FALSE,40,2520.85,M,po_slubie,do_1mln,podstawowe,czesciowo
FALSE,42,4048.68,K,singiel,do_500tys,srednie,czesciowo
FALSE,36,4955.17,K,singiel,do_500tys,srednie,czesciowo
FALSE,33,2511.38,K,po_slubie,do_1mln,srednie,czesciowo
FALSE,43,3281.03,M,wdowiec,do_100tys,srednie,czesciowo
FALSE,29,4224.15,M,po_slubie,do_200tys,srednie,czesciowo
FALSE,30,4935.46,K,po_slubie,do_50tys,wyzsze,czesciowo
FALSE,39,2379.67,K,po_slubie,do_1mln,podstawowe,czesciowo
FALSE,30,2817.25,K,po_slubie,do_200tys,srednie,czesciowo
FALSE,39,2386.29,M,singiel,do_200tys,srednie,czesciowo
FALSE,30,3243.72,M,po_slubie,do_1mln,srednie,czesciowo
FALSE,38,2297.51,K,po_slubie,do_200tys,srednie,czesciowo
FALSE,34,2998.27,K,po_slubie,do_1mln,srednie,czesciowo
FALSE,39,2831.99,M,po_slubie,do_100tys,srednie,czesciowo
FALSE,42,3287,K,po_slubie,do_200tys,srednie,czesciowo
FALSE,34,3141.36,K,singiel,do_500tys,srednie,czesciowo
FALSE,38,4911.19,K,singiel,do_100tys,podstawowe,czesciowo
FALSE,26,3738.36,M,po_slubie,do_1mln,srednie,czesciowo
FALSE,34,3597.35,M,po_slubie,do_200tys,srednie,czesciowo
FALSE,29,2210.08,M,po_slubie,do_50tys,wyzsze,czesciowo
FALSE,36,2309.61,M,singiel,do_200tys,wyzsze,czesciowo
FALSE,35,4083.3,K,po_slubie,do_1mln,wyzsze,czesciowo
FALSE,34,3028.05,K,singiel,do_200tys,podstawowe,czesciowo
FALSE,34,5328.4,K,singiel,do_100tys,srednie,czesciowo
FALSE,40,3920.91,K,po_slubie,do_1mln,srednie,wcale
FALSE,34,2270.22,M,po_slubie,do_1mln,srednie,czesciowo
FALSE,44,3312.8,M,wdowiec,do_500tys,srednie,czesciowo
FALSE,25,2930.44,M,singiel,do_50tys,srednie,czesciowo
FALSE,37,2241.16,M,po_slubie,do_200tys,wyzsze,czesciowo
FALSE,46,2747.39,M,singiel,do_1mln,srednie,czesciowo
FALSE,29,4021.26,M,po_slubie,do_50tys,wyzsze,czesciowo
FALSE,31,2408.63,M,po_slubie,do_100tys,srednie,czesciowo
FALSE,33,2729.61,M,po_slubie,do_1mln,podstawowe,czesciowo
FALSE,35,2972.68,K,po_slubie,do_1mln,podstawowe,czesciowo
FALSE,34,2303.06,M,po_slubie,do_200tys,srednie,czesciowo
FALSE,33,2739.76,K,po_slubie,do_1mln,wyzsze,czesciowo
FALSE,45,2902.94,M,singiel,do_100tys,srednie,czesciowo
FALSE,36,2366.07,K,po_slubie,do_500tys,wyzsze,czesciowo
FALSE,40,2621.23,K,po_slubie,do_500tys,wyzsze,czesciowo
FALSE,20,3241.63,M,singiel,do_1mln,srednie,czesciowo
FALSE,41,2212.59,K,po_slubie,do_500tys,srednie,czesciowo
FALSE,42,3055.25,M,singiel,do_1mln,srednie,wcale
FALSE,33,4117.52,K,po_slubie,do_50tys,srednie,czesciowo
FALSE,34,2922.74,K,singiel,do_100tys,srednie,czesciowo
FALSE,43,2440.28,K,singiel,do_200tys,wyzsze,czesciowo
FALSE,35,2670.31,K,po_slubie,do_1mln,srednie,czesciowo
FALSE,40,3387.94,K,po_slubie,do_200tys,wyzsze,czesciowo
FALSE,38,2204.3,K,po_slubie,do_1mln,srednie,czesciowo
FALSE,34,2461.1,M,po_slubie,do_500tys,srednie,czesciowo
FALSE,34,2313.26,M,po_slubie,do_100tys,wyzsze,czesciowo
FALSE,28,2846.35,M,po_slubie,do_1mln,podstawowe,czesciowo
FALSE,24,2322.17,K,singiel,do_1mln,wyzsze,czesciowo
FALSE,35,2413.83,M,po_slubie,do_200tys,wyzsze,czesciowo
FALSE,36,3920.6,K,singiel,do_200tys,wyzsze,czesciowo
FALSE,32,2369.69,M,singiel,do_1mln,wyzsze,czesciowo
FALSE,38,2267.11,M,po_slubie,do_200tys,wyzsze,czesciowo
FALSE,37,2764.08,K,po_slubie,do_1mln,srednie,czesciowo
FALSE,33,4574.56,M,singiel,do_500tys,wyzsze,czesciowo
FALSE,35,2413.5,M,po_slubie,do_1mln,podstawowe,czesciowo
FALSE,41,5437.51,K,singiel,do_1mln,wyzsze,czesciowo
FALSE,37,3014.46,K,po_slubie,do_500tys,srednie,czesciowo
FALSE,39,2382.09,K,po_slubie,do_500tys,srednie,czesciowo
FALSE,37,4413.59,M,po_slubie,do_500tys,srednie,czesciowo
FALSE,44,4085.11,M,po_slubie,do_500tys,wyzsze,czesciowo
FALSE,36,2511.58,M,singiel,do_500tys,srednie,czesciowo
FALSE,30,2343.64,M,po_slubie,do_100tys,wyzsze,czesciowo
FALSE,33,2978.6,M,singiel,do_200tys,srednie,czesciowo
FALSE,36,2200.15,K,singiel,do_500tys,podstawowe,czesciowo
FALSE,34,2368.75,M,po_slubie,do_200tys,srednie,wcale
FALSE,34,2270.21,K,po_slubie,do_50tys,podstawowe,czesciowo
FALSE,38,2483.2,K,singiel,do_200tys,wyzsze,czesciowo
FALSE,31,2413.85,M,po_slubie,do_1mln,srednie,czesciowo
FALSE,25,2739.02,M,po_slubie,do_500tys,wyzsze,czesciowo
TRUE,45,2974.56,K,po_slubie,do_1mln,wyzsze,czesciowo
FALSE,37,2649.69,M,singiel,do_100tys,srednie,czesciowo
FALSE,40,4365.96,K,singiel,do_1mln,wyzsze,czesciowo
FALSE,33,3050.77,K,po_slubie,do_1mln,srednie,czesciowo
TRUE,35,3492.1,K,singiel,do_1mln,wyzsze,wcale
FALSE,24,3217.66,K,singiel,do_500tys,podstawowe,czesciowo
FALSE,37,2707.94,M,po_slubie,do_1mln,wyzsze,czesciowo
TRUE,37,3455.41,K,po_slubie,do_100tys,podstawowe,czesciowo
TRUE,30,3762.53,K,po_slubie,do_500tys,wyzsze,czesciowo
FALSE,32,3329.17,K,po_slubie,do_100tys,srednie,czesciowo
FALSE,42,3819.97,K,singiel,do_1mln,srednie,czesciowo
FALSE,37,2748.17,K,po_slubie,do_1mln,wyzsze,czesciowo
FALSE,34,3525.73,K,po_slubie,do_200tys,podstawowe,wcale
FALSE,37,2600.86,M,po_slubie,do_1mln,wyzsze,czesciowo
FALSE,28,2790.1,K,po_slubie,do_500tys,wyzsze,czesciowo
TRUE,41,2995.56,K,po_slubie,do_1mln,wyzsze,czesciowo
FALSE,25,4172.7,M,po_slubie,do_200tys,wyzsze,czesciowo
FALSE,30,4012.23,K,po_slubie,do_200tys,wyzsze,czesciowo
FALSE,38,2365.04,M,po_slubie,do_100tys,wyzsze,czesciowo
FALSE,41,2857.92,M,singiel,do_200tys,srednie,czesciowo
FALSE,26,3544.84,M,po_slubie,do_50tys,srednie,czesciowo
FALSE,38,4094.02,K,po_slubie,do_1mln,srednie,czesciowo
FALSE,37,4328.94,K,singiel,do_100tys,srednie,czesciowo
TRUE,35,5684.62,K,singiel,do_1mln,wyzsze,czesciowo
FALSE,32,3135.26,M,po_slubie,do_1mln,srednie,czesciowo
FALSE,31,2412.84,M,po_slubie,do_50tys,srednie,czesciowo
FALSE,36,3913.12,M,singiel,do_500tys,srednie,czesciowo
FALSE,41,2530.87,K,po_slubie,do_500tys,srednie,wcale
FALSE,28,3048.23,K,po_slubie,do_1mln,wyzsze,czesciowo
TRUE,30,2919.84,K,singiel,do_1mln,srednie,czesciowo
FALSE,43,2942.04,K,po_slubie,do_1mln,podstawowe,czesciowo
FALSE,29,2745.63,M,singiel,do_500tys,srednie,czesciowo
FALSE,22,3904.67,K,singiel,do_500tys,srednie,czesciowo
FALSE,35,2793.37,M,singiel,do_200tys,wyzsze,czesciowo
FALSE,37,3464.31,M,singiel,do_200tys,srednie,czesciowo
FALSE,35,6601.17,K,po_slubie,do_1mln,srednie,czesciowo
FALSE,31,3598.38,K,po_slubie,do_100tys,podstawowe,czesciowo
FALSE,37,3377.71,K,po_slubie,do_1mln,wyzsze,czesciowo
FALSE,34,2229.92,K,po_slubie,do_500tys,podstawowe,czesciowo
FALSE,40,3138.83,M,po_slubie,do_1mln,srednie,czesciowo
FALSE,37,2568.33,K,wdowiec,do_100tys,srednie,czesciowo
TRUE,38,4097.8,M,po_slubie,do_1mln,srednie,czesciowo
FALSE,37,2581.01,K,po_slubie,do_200tys,wyzsze,wcale
FALSE,37,3227.02,K,po_slubie,do_200tys,srednie,wcale
FALSE,39,3176.6,M,singiel,do_50tys,wyzsze,czesciowo
FALSE,24,3634.44,K,po_slubie,do_100tys,wyzsze,czesciowo
FALSE,38,3405.8,M,po_slubie,do_200tys,podstawowe,czesciowo
FALSE,28,2589.95,M,po_slubie,do_100tys,srednie,czesciowo
FALSE,37,4061.43,K,po_slubie,do_200tys,srednie,czesciowo
FALSE,42,2758.84,K,singiel,do_100tys,podstawowe,czesciowo
FALSE,33,2236.23,K,singiel,do_50tys,srednie,czesciowo
TRUE,31,3746.96,K,po_slubie,do_500tys,srednie,czesciowo
FALSE,35,2663.86,M,po_slubie,do_500tys,srednie,czesciowo
FALSE,43,3251.68,M,singiel,do_50tys,srednie,czesciowo
FALSE,36,3389.99,M,po_slubie,do_500tys,srednie,czesciowo
FALSE,36,3125.17,K,po_slubie,do_50tys,podstawowe,czesciowo
FALSE,32,2306.68,K,po_slubie,do_50tys,srednie,czesciowo
FALSE,32,3259.73,K,po_slubie,do_50tys,srednie,wcale
FALSE,34,2290.97,K,po_slubie,do_200tys,wyzsze,czesciowo
FALSE,27,2729.38,K,singiel,do_500tys,wyzsze,czesciowo
FALSE,41,2421.18,K,po_slubie,do_100tys,podstawowe,czesciowo
FALSE,33,3032.95,K,po_slubie,do_50tys,srednie,czesciowo
FALSE,25,3704.17,M,po_slubie,do_500tys,wyzsze,czesciowo
FALSE,35,3071.31,K,po_slubie,do_200tys,srednie,czesciowo
FALSE,34,4742.03,M,singiel,do_50tys,srednie,czesciowo
TRUE,26,5187.24,K,po_slubie,do_100tys,srednie,czesciowo
TRUE,45,2895.9,M,singiel,do_1mln,srednie,czesciowo
FALSE,29,2290.69,M,po_slubie,do_50tys,wyzsze,czesciowo
FALSE,28,3548.69,K,po_slubie,do_100tys,srednie,czesciowo
FALSE,37,2329.54,M,po_slubie,do_200tys,wyzsze,czesciowo
FALSE,40,2354.41,K,singiel,do_200tys,wyzsze,czesciowo
TRUE,34,4446.84,M,po_slubie,do_500tys,wyzsze,czesciowo
FALSE,36,2949.49,M,po_slubie,do_200tys,srednie,czesciowo
FALSE,29,2809.95,M,po_slubie,do_1mln,wyzsze,czesciowo
FALSE,40,2610.18,K,po_slubie,do_1mln,wyzsze,wcale
FALSE,37,3193.49,M,singiel,do_100tys,srednie,czesciowo
FALSE,36,2316.34,M,po_slubie,do_1mln,srednie,czesciowo
FALSE,39,2375.53,M,singiel,do_1mln,srednie,czesciowo
FALSE,40,3336.56,M,po_slubie,do_50tys,srednie,czesciowo
FALSE,31,4981.99,M,singiel,do_100tys,wyzsze,czesciowo
TRUE,37,3040.29,K,singiel,do_100tys,srednie,czesciowo
FALSE,30,3186.95,M,singiel,do_200tys,srednie,czesciowo
FALSE,46,3760.62,M,singiel,do_50tys,wyzsze,czesciowo
FALSE,37,4553.63,K,po_slubie,do_500tys,podstawowe,czesciowo
FALSE,35,2564.35,K,singiel,do_1mln,srednie,czesciowo
FALSE,33,2998.85,K,po_slubie,do_200tys,podstawowe,czesciowo
FALSE,34,3585.19,K,po_slubie,do_500tys,srednie,wcale
FALSE,29,3347.29,K,singiel,do_100tys,srednie,czesciowo
FALSE,35,2244.87,M,po_slubie,do_500tys,srednie,czesciowo
FALSE,38,2961.66,M,po_slubie,do_1mln,srednie,czesciowo
FALSE,32,2462.54,K,po_slubie,do_100tys,wyzsze,czesciowo
FALSE,31,2473.49,K,singiel,do_1mln,podstawowe,czesciowo
FALSE,27,5609.31,M,singiel,do_500tys,srednie,czesciowo
FALSE,38,2715.9,K,po_slubie,do_500tys,srednie,czesciowo
FALSE,37,2202.96,M,po_slubie,do_500tys,srednie,czesciowo
FALSE,34,8740.11,K,singiel,do_100tys,srednie,czesciowo
FALSE,32,2252.24,K,po_slubie,do_100tys,wyzsze,czesciowo
FALSE,36,2981.61,M,po_slubie,do_1mln,srednie,czesciowo
FALSE,28,3339.89,K,po_slubie,do_100tys,srednie,wcale
FALSE,28,5113.86,K,po_slubie,do_1mln,podstawowe,czesciowo
TRUE,28,5020.79,M,po_slubie,do_200tys,wyzsze,czesciowo
FALSE,33,2320.16,M,po_slubie,do_500tys,srednie,czesciowo
FALSE,39,4999.38,K,po_slubie,do_1mln,srednie,czesciowo
FALSE,39,2222.97,M,po_slubie,do_100tys,srednie,wcale
FALSE,32,2677.71,M,po_slubie,do_500tys,srednie,czesciowo
FALSE,42,4766.96,M,singiel,do_500tys,wyzsze,czesciowo
TRUE,29,3507.69,K,po_slubie,do_100tys,wyzsze,czesciowo
FALSE,33,2515.54,M,po_slubie,do_1mln,srednie,czesciowo
FALSE,31,2826.32,K,po_slubie,do_200tys,srednie,czesciowo
FALSE,36,2320.75,K,po_slubie,do_200tys,srednie,czesciowo
FALSE,26,2343.52,M,po_slubie,do_200tys,srednie,czesciowo
TRUE,41,6206.02,M,po_slubie,do_1mln,srednie,czesciowo
FALSE,41,2986.51,K,singiel,do_1mln,srednie,czesciowo
FALSE,40,3317.18,M,po_slubie,do_100tys,srednie,czesciowo
FALSE,35,3005.73,M,po_slubie,do_1mln,srednie,czesciowo
FALSE,41,2935.77,K,po_slubie,do_50tys,wyzsze,czesciowo
FALSE,37,4068.52,M,singiel,do_100tys,wyzsze,czesciowo
FALSE,40,3374.26,K,po_slubie,do_50tys,srednie,czesciowo
FALSE,36,2756.41,M,singiel,do_1mln,srednie,wcale
FALSE,36,2415.43,K,po_slubie,do_50tys,srednie,czesciowo
FALSE,24,4812.18,M,po_slubie,do_1mln,srednie,czesciowo
FALSE,32,3688.95,M,po_slubie,do_1mln,srednie,czesciowo
FALSE,40,4115.34,M,singiel,do_100tys,srednie,wcale
FALSE,36,2577.08,K,singiel,do_500tys,wyzsze,wcale
FALSE,29,3565.03,M,po_slubie,do_1mln,srednie,czesciowo
FALSE,30,2542.04,K,po_slubie,do_1mln,podstawowe,czesciowo
FALSE,32,2411.48,K,singiel,do_200tys,wyzsze,czesciowo
TRUE,46,5458.22,K,singiel,do_1mln,wyzsze,czesciowo
FALSE,34,2272.54,K,singiel,do_200tys,srednie,czesciowo
FALSE,32,2694.7,K,po_slubie,do_1mln,wyzsze,czesciowo
FALSE,25,2256.08,K,po_slubie,do_200tys,wyzsze,czesciowo
FALSE,25,5061.54,M,po_slubie,do_100tys,srednie,czesciowo
FALSE,41,3473.69,M,singiel,do_50tys,srednie,czesciowo
FALSE,31,2540.56,M,po_slubie,do_500tys,srednie,wcale
FALSE,43,2498.27,K,po_slubie,do_50tys,wyzsze,czesciowo
FALSE,33,2407.96,M,singiel,do_200tys,srednie,czesciowo
FALSE,23,2901.68,K,singiel,do_1mln,srednie,czesciowo
FALSE,46,3166.42,K,po_slubie,do_100tys,wyzsze,wcale
FALSE,30,2352.13,M,po_slubie,do_1mln,srednie,czesciowo
FALSE,32,2779.52,M,po_slubie,do_200tys,srednie,czesciowo
FALSE,35,2278.07,K,singiel,do_1mln,wyzsze,czesciowo
FALSE,34,2348.59,K,singiel,do_50tys,srednie,czesciowo
FALSE,27,2318.72,M,singiel,do_200tys,wyzsze,czesciowo
TRUE,27,6462.32,K,po_slubie,do_1mln,wyzsze,czesciowo
FALSE,42,2383.6,M,po_slubie,do_1mln,srednie,czesciowo
FALSE,31,2772.12,K,po_slubie,do_50tys,wyzsze,czesciowo
FALSE,39,2457.01,M,singiel,do_1mln,podstawowe,czesciowo
FALSE,44,2489.72,K,singiel,do_200tys,wyzsze,czesciowo
FALSE,31,2453.07,K,singiel,do_500tys,srednie,czesciowo
FALSE,31,2348.22,K,po_slubie,do_1mln,wyzsze,czesciowo
FALSE,25,3014.31,K,po_slubie,do_100tys,srednie,wcale
FALSE,44,3215.28,M,po_slubie,do_1mln,srednie,czesciowo
FALSE,31,2865.82,K,singiel,do_200tys,podstawowe,czesciowo
FALSE,33,2300.44,K,po_slubie,do_50tys,srednie,czesciowo
FALSE,28,5993.31,M,po_slubie,do_500tys,srednie,czesciowo
FALSE,39,2514.28,M,po_slubie,do_1mln,srednie,czesciowo
FALSE,43,2472.2,K,wdowiec,do_1mln,srednie,czesciowo
FALSE,36,2327.08,M,po_slubie,do_1mln,srednie,wcale
FALSE,33,2829.7,M,po_slubie,do_500tys,srednie,wcale
FALSE,27,2569.57,M,po_slubie,do_1mln,srednie,czesciowo
FALSE,42,5794.34,K,po_slubie,do_200tys,wyzsze,wcale
FALSE,38,2388.36,K,po_slubie,do_500tys,wyzsze,czesciowo
FALSE,35,2888.06,M,po_slubie,do_200tys,srednie,wcale
FALSE,41,2595.18,K,po_slubie,do_50tys,srednie,czesciowo
FALSE,41,2958.15,K,po_slubie,do_1mln,srednie,wcale
FALSE,33,3314.37,K,po_slubie,do_1mln,srednie,czesciowo
FALSE,29,5445.42,K,po_slubie,do_200tys,srednie,czesciowo
TRUE,40,2246.56,M,po_slubie,do_50tys,wyzsze,czesciowo
FALSE,38,2725.54,M,po_slubie,do_100tys,srednie,wcale
FALSE,32,3877.51,M,po_slubie,do_50tys,srednie,czesciowo
TRUE,51,3988.17,K,po_slubie,do_1mln,wyzsze,czesciowo
FALSE,22,2543.7,M,singiel,do_50tys,wyzsze,czesciowo
FALSE,35,2917.64,K,singiel,do_200tys,wyzsze,czesciowo
FALSE,41,2459.43,K,po_slubie,do_500tys,wyzsze,czesciowo
FALSE,42,3721.68,M,po_slubie,do_1mln,srednie,czesciowo
FALSE,40,2717.55,M,po_slubie,do_50tys,wyzsze,czesciowo
FALSE,36,2439.66,K,po_slubie,do_200tys,srednie,czesciowo
TRUE,39,3836.2,M,po_slubie,do_1mln,srednie,czesciowo
FALSE,38,2296.9,M,singiel,do_500tys,srednie,czesciowo
FALSE,35,2618.77,K,singiel,do_100tys,srednie,czesciowo
FALSE,31,2245.49,K,po_slubie,do_500tys,srednie,czesciowo
FALSE,41,6522.75,K,po_slubie,do_100tys,podstawowe,czesciowo
FALSE,33,2478.46,M,po_slubie,do_1mln,srednie,czesciowo
FALSE,34,4355.82,M,po_slubie,do_200tys,srednie,czesciowo
FALSE,36,3341.63,K,po_slubie,do_100tys,wyzsze,czesciowo
FALSE,35,3877.43,K,po_slubie,do_50tys,wyzsze,czesciowo
FALSE,25,4916.96,K,singiel,do_500tys,srednie,czesciowo
FALSE,33,4184.23,K,singiel,do_500tys,podstawowe,czesciowo
FALSE,38,4512.68,K,po_slubie,do_50tys,srednie,czesciowo
FALSE,41,3345.69,K,po_slubie,do_200tys,srednie,czesciowo
FALSE,29,3577.46,M,po_slubie,do_100tys,wyzsze,wcale
FALSE,32,3566.32,M,po_slubie,do_200tys,srednie,czesciowo
TRUE,23,4993.29,M,po_slubie,do_50tys,wyzsze,czesciowo
FALSE,40,2421.08,M,po_slubie,do_500tys,wyzsze,czesciowo
FALSE,35,2236.39,K,po_slubie,do_50tys,wyzsze,wcale
TRUE,39,3211.03,K,po_slubie,do_50tys,wyzsze,czesciowo
FALSE,32,2964.95,M,po_slubie,do_50tys,wyzsze,czesciowo
FALSE,36,3246.03,M,po_slubie,do_200tys,srednie,wcale
TRUE,40,3249.88,K,po_slubie,do_500tys,srednie,czesciowo
FALSE,34,3270.07,M,singiel,do_100tys,wyzsze,wcale
FALSE,39,2806.41,K,singiel,do_1mln,wyzsze,wcale
FALSE,38,4737.52,K,po_slubie,do_500tys,podstawowe,czesciowo
FALSE,27,4533.86,M,po_slubie,do_200tys,srednie,czesciowo
FALSE,37,2266.49,K,po_slubie,do_50tys,srednie,czesciowo
FALSE,23,2669.66,K,po_slubie,do_1mln,srednie,czesciowo
FALSE,34,2296.77,M,po_slubie,do_100tys,srednie,czesciowo
FALSE,32,2934.31,M,singiel,do_500tys,srednie,czesciowo
FALSE,39,2858.82,M,po_slubie,do_100tys,srednie,czesciowo
FALSE,36,3487.75,K,po_slubie,do_50tys,srednie,wcale
TRUE,32,3892.09,K,po_slubie,do_200tys,wyzsze,wcale
FALSE,34,2406.53,K,po_slubie,do_1mln,srednie,czesciowo
FALSE,36,3034.09,M,po_slubie,do_200tys,srednie,czesciowo
FALSE,30,2326.37,K,po_slubie,do_100tys,wyzsze,czesciowo
FALSE,32,3311.56,M,po_slubie,do_50tys,srednie,czesciowo
FALSE,29,2521.33,M,po_slubie,do_1mln,wyzsze,czesciowo
FALSE,27,3852.51,K,singiel,do_500tys,srednie,czesciowo
FALSE,32,2679.78,K,po_slubie,do_50tys,srednie,czesciowo
FALSE,35,3382.94,K,singiel,do_100tys,srednie,wcale
FALSE,27,3344.12,K,po_slubie,do_500tys,wyzsze,czesciowo
FALSE,37,3110.41,K,po_slubie,do_100tys,wyzsze,czesciowo
FALSE,32,2308.91,M,po_slubie,do_1mln,srednie,czesciowo
FALSE,37,3268.62,M,singiel,do_1mln,srednie,czesciowo
TRUE,36,4312.95,K,po_slubie,do_1mln,podstawowe,czesciowo
FALSE,33,2709.44,K,po_slubie,do_50tys,wyzsze,czesciowo
